7/1/2010 0:00,Midgrade,2.895
7/1/2010 0:00,Premium,2.999
7/1/2010 0:00,Diesel,2.954
8/1/2010 0:00,Regular,2.732
8/1/2010 0:00,Midgrade,2.9
8/1/2010 0:00,Premium,3.005
8/1/2010 0:00,Diesel,2.974
9/1/2010 0:00,Regular,2.703
9/1/2010 0:00,Midgrade,2.869
9/1/2010 0:00,Premium,2.973
9/1/2010 0:00,Diesel,2.963
10/1/2010 0:00,Regular,2.799
10/1/2010 0:00,Midgrade,2.972
10/1/2010 0:00,Premium,3.079
10/1/2010 0:00,Diesel,3.077
11/1/2010 0:00,Regular,2.861
11/1/2010 0:00,Midgrade,3.038
11/1/2010 0:00,Premium,3.147
11/1/2010 0:00,Diesel,3.163
12/1/2010 0:00,Regular,2.991
12/1/2010 0:00,Midgrade,3.177
12/1/2010 0:00,Premium,3.291
12/1/2010 0:00,Diesel,3.257
1/1/2011 0:00,Regular,3.096
1/1/2011 0:00,Midgrade,3.288
1/1/2011 0:00,Premium,3.406
1/1/2011 0:00,Diesel,3.379
2/1/2011 0:00,Regular,3.177
2/1/2011 0:00,Midgrade,3.309
2/1/2011 0:00,Premium,3.439
2/1/2011 0:00,Diesel,3.552
3/1/2011 0:00,Regular,3.54
3/1/2011 0:00,Midgrade,3.674
3/1/2011 0:00,Premium,3.805
3/1/2011 0:00,Diesel,3.913
4/1/2011 0:00,Regular,3.805
4/1/2011 0:00,Midgrade,3.941
4/1/2011 0:00,Premium,4.069
4/1/2011 0:00,Diesel,4.094
5/1/2011 0:00,Regular,3.902
5/1/2011 0:00,Midgrade,4.043
5/1/2011 0:00,Premium,4.17
5/1/2011 0:00,Diesel,4.098
6/1/2011 0:00,Regular,3.67
6/1/2011 0:00,Midgrade,3.81
6/1/2011 0:00,Premium,3.94
6/1/2011 0:00,Diesel,3.969
7/1/2011 0:00,Regular,3.654
7/1/2011 0:00,Midgrade,3.779
7/1/2011 0:00,Premium,3.906
7/1/2011 0:00,Diesel,3.933
8/1/2011 0:00,Regular,3.619
8/1/2011 0:00,Midgrade,3.747
8/1/2011 0:00,Premium,3.875
8/1/2011 0:00,Diesel,3.907
9/1/2011 0:00,Regular,3.585
9/1/2011 0:00,Midgrade,3.724
9/1/2011 0:00,Premium,3.853
9/1/2011 0:00,Diesel,3.887
10/1/2011 0:00,Regular,3.434
10/1/2011 0:00,Midgrade,3.575
10/1/2011 0:00,Premium,3.707
10/1/2011 0:00,Diesel,3.83
11/1/2011 0:00,Regular,3.375
11/1/2011 0:00,Midgrade,3.521
11/1/2011 0:00,Premium,3.655
11/1/2011 0:00,Diesel,3.95
12/1/2011 0:00,Regular,3.256
12/1/2011 0:00,Midgrade,3.4
12/1/2011 0:00,Premium,3.536
12/1/2011 0:00,Diesel,3.875
1/1/2012 0:00,Regular,3.376
1/1/2012 0:00,Midgrade,3.51
1/1/2012 0:00,Premium,3.647
1/1/2012 0:00,Diesel,3.86
2/1/2012 0:00,Regular,3.559
2/1/2012 0:00,Midgrade,3.691
2/1/2012 0:00,Premium,3.825
2/1/2012 0:00,Diesel,3.945
3/1/2012 0:00,Regular,3.835
3/1/2012 0:00,Midgrade,3.978
3/1/2012 0:00,Premium,4.11
3/1/2012 0:00,Diesel,4.125
4/1/2012 0:00,Regular,3.886
4/1/2012 0:00,Midgrade,4.024
4/1/2012 0:00,Premium,4.157
4/1/2012 0:00,Diesel,4.137
5/1/2012 0:00,Regular,3.711
5/1/2012 0:00,Midgrade,3.871
5/1/2012 0:00,Premium,4.009
5/1/2012 0:00,Diesel,4.017
6/1/2012 0:00,Regular,3.489
6/1/2012 0:00,Midgrade,3.654
6/1/2012 0:00,Premium,3.789
6/1/2012 0:00,Diesel,3.782
7/1/2012 0:00,Regular,3.356
7/1/2012 0:00,Midgrade,3.513
7/1/2012 0:00,Premium,3.648
7/1/2012 0:00,Diesel,3.664
